,2017ppp_poor_215,2017ppp_poor_365,2017ppp_poor_685,2021ppp_poor_300,2021ppp_poor_420,2021ppp_poor_830,year,level,area,dem,SourceSheet,sector2,state,age_cat1,age_cat2,age_cat3,age_cat4,edu_cat1,edu_cat2,edu_cat3,edu_cat4,edu_cat5,edu_cat6,gender_cat1,gender_cat2,hhsize_cat1,hhsize_cat2,hhsize_cat3,hhsize_cat4,owns_dwelling,owns_land
1,0.162156022,0.617501943,0.924317419,0.271246924,0.576781813,0.92484827,2011,National,All,All Households,allindia,99,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,0.184267718,0.690477449,0.960324831,0.310051726,0.648617163,0.960643036,2011,National,urban/rural,All Households,sect_allindia,0,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,0.106859374,0.435005718,0.834270539,0.174204367,0.397136876,0.83533317,2011,National,urban/rural,All Households,sect_allindia,1,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,0.03207096,0.358048596,0.88791201,0.069937355,0.301764432,0.88834953,2011,State,All,All Households,state,99,Jammu & Kashmir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,0.026069305,0.316177382,0.857131412,0.048511022,0.277480419,0.858667553,2011,State,All,All Households,state,99,Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,0.049949273,0.382391088,0.854319078,0.092050642,0.340404697,0.854691575,2011,State,All,All Households,state,99,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,0.0824944,0.383019596,0.810484777,0.153028647,0.376293816,0.810484777,2011,State,All,All Households,state,99,Chandigarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,0.044329668,0.473874553,0.906820387,0.084229798,0.434462006,0.907884746,2011,State,All,All Households,state,99,Uttrakhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,0.06166813,0.377637416,0.842128717,0.107689938,0.331710374,0.842171941,2011,State,All,All Households,state,99,Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,0.04347252,0.331348336,0.772300498,0.102848146,0.29173369,0.774653726,2011,State,All,All Households,state,99,Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,0.105916931,0.582184676,0.93608691,0.203972831,0.53625708,0.936768614,2011,State,All,All Households,state,99,Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,0.274566374,0.767129148,0.959514313,0.420639217,0.736556305,0.959592036,2011,State,All,All Households,state,99,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,0.23914445,0.818501829,0.989025969,0.406514396,0.780126808,0.989060863,2011,State,All,All Households,state,99,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,0.027472354,0.638160379,0.970826315,0.108240421,0.574141914,0.970826315,2011,State,All,All Households,state,99,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,0.266152519,0.58952411,0.859415122,0.359822156,0.572615404,0.859843456,2011,State,All,All Households,state,99,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,0.078882948,0.535184071,0.949024582,0.165775443,0.483413054,0.949236173,2011,State,All,All Households,state,99,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,0.360215478,0.842251648,0.990252161,0.534243858,0.815251717,0.990560777,2011,State,All,All Households,state,99,Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,0.055704407,0.45463314,0.904519899,0.126730372,0.400343718,0.904848096,2011,State,All,All Households,state,99,Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,0.07435555,0.608565589,0.950960381,0.168750351,0.548927927,0.951320586,2011,State,All,All Households,state,99,Tripura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,0.08137378,0.640843635,0.966725879,0.179895558,0.604490578,0.967387308,2011,State,All,All Households,state,99,Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,0.223850604,0.755079531,0.97168728,0.371644152,0.718536676,0.972298868,2011,State,All,All Households,state,99,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,0.178784332,0.664850076,0.923353847,0.300874025,0.624878905,0.923435698,2011,State,All,All Households,state,99,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,0.278583139,0.800915244,0.972612781,0.457242918,0.772662431,0.972724277,2011,State,All,All Households,state,99,Jharkhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,0.267758997,0.791378603,0.971808675,0.438324136,0.756774586,0.971821756,2011,State,All,All Households,state,99,Odisha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,0.246221796,0.775440655,0.960599786,0.375117811,0.741729995,0.961960665,2011,State,All,All Households,state,99,Chhattisgarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,0.292311915,0.750886684,0.952436826,0.43251314,0.717815348,0.952707237,2011,State,All,All Households,state,99,Madhya Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,0.164327962,0.608365312,0.950871556,0.279320202,0.576804122,0.950872868,2011,State,All,All Households,state,99,Gujarat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,0.227094282,0.62364281,0.90753834,0.278806321,0.554600408,0.90753834,2011,State,All,All Households,state,99,Daman & Diu & D & N Haveli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,0.093473268,0.548339412,0.900638578,0.175192739,0.500447074,0.900974785,2011,State,All,All Households,state,99,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,0.049945643,0.461261031,0.906061439,0.126432979,0.395372007,0.907633447,2011,State,All,All Households,state,99,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,0.057048222,0.504880519,0.886684991,0.131874578,0.455650532,0.888251837,2011,State,All,All Households,state,99,Karnataka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,0.037430782,0.280950333,0.822192115,0.049780487,0.25977654,0.824103235,2011,State,All,All Households,state,99,Goa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,0,0.100526015,0.678847166,0,0.076047522,0.678847166,2011,State,All,All Households,state,99,Lakshadweep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,0.028060356,0.294259696,0.789551322,0.061822736,0.253491864,0.790313672,2011,State,All,All Households,state,99,Kerala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,0.050365589,0.391129694,0.865924863,0.102800237,0.344231093,0.867609582,2011,State,All,All Households,state,99,Tamil Nadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,0.005138706,0.205908425,0.789262889,0.028127043,0.151364429,0.789262889,2011,State,All,All Households,state,99,Puducherry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0,0.062556733,0.628870699,0.003092386,0.034734141,0.63019796,2011,State,All,All Households,state,99,A & N Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,0.035148506,0.430260411,0.89239952,0.08355053,0.372575799,0.893625125,2011,State,All,All Households,state,99,Telangana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,0,0.291278021,0.895106352,0.002866527,0.172543204,0.895106352,2011,State,All,All Households,state,99,Ladakh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,0.034451965,0.385059773,0.919030257,0.071541443,0.319981782,0.919280224,2011,State,urban/rural,All Households,sector_state,0,Jammu & Kashmir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,0.027128841,0.331756475,0.87707276,0.049615299,0.292361241,0.878682827,2011,State,urban/rural,All Households,sector_state,0,Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,0.037326324,0.3895319,0.874445671,0.085512025,0.347615206,0.875034558,2011,State,urban/rural,All Households,sector_state,0,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,0,0.372783376,0.810783715,0.064623137,0.372783376,0.810783715,2011,State,urban/rural,All Households,sector_state,0,Chandigarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,0.0314175,0.483701255,0.923580154,0.061904847,0.447994108,0.924375801,2011,State,urban/rural,All Households,sector_state,0,Uttrakhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,0.060560291,0.416906593,0.885914269,0.113641805,0.365885835,0.885914269,2011,State,urban/rural,All Households,sector_state,0,Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,0.045242795,0.317655865,0.846167412,0.045590657,0.317035456,0.846167412,2011,State,urban/rural,All Households,sector_state,0,Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,0.114020957,0.626456377,0.961718736,0.223323428,0.579015669,0.962407837,2011,State,urban/rural,All Households,sector_state,0,Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,0.288654913,0.807009022,0.980298858,0.443020362,0.777689475,0.980379659,2011,State,urban/rural,All Households,sector_state,0,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,0.238225002,0.832450552,0.992459504,0.410612103,0.792589767,0.992493676,2011,State,urban/rural,All Households,sector_state,0,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,0.022823152,0.694049069,0.979816467,0.113395476,0.630829355,0.979816467,2011,State,urban/rural,All Households,sector_state,0,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.286724837,0.627243373,0.877156441,0.389822828,0.611340342,0.877156441,2011,State,urban/rural,All Households,sector_state,0,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,0.044690196,0.572316233,0.954328834,0.122042042,0.507740398,0.954660235,2011,State,urban/rural,All Households,sector_state,0,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,0.355429685,0.834025718,0.989097283,0.519140946,0.807852098,0.989520311,2011,State,urban/rural,All Households,sector_state,0,Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,0.078854256,0.585212481,0.953156449,0.160942915,0.518122954,0.953156449,2011,State,urban/rural,All Households,sector_state,0,Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,0.08135193,0.638818899,0.968569935,0.180697466,0.5732457,0.968997958,2011,State,urban/rural,All Households,sector_state,0,Tripura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,0.081106461,0.711523555,0.981094489,0.194160038,0.676371984,0.981917358,2011,State,urban/rural,All Households,sector_state,0,Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,0.231779761,0.789104761,0.983605054,0.387419559,0.750356303,0.984277255,2011,State,urban/rural,All Households,sector_state,0,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.194780735,0.752932162,0.972369514,0.336893623,0.706713781,0.972453482,2011,State,urban/rural,All Households,sector_state,0,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0.30552589,0.880501746,0.988225623,0.506915977,0.85501281,0.988367107,2011,State,urban/rural,All Households,sector_state,0,Jharkhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,0.282041478,0.826105635,0.989392581,0.470627588,0.793498052,0.989392581,2011,State,urban/rural,All Households,sector_state,0,Odisha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,0.259315943,0.832759607,0.984188961,0.394810243,0.793491114,0.98594903,2011,State,urban/rural,All Households,sector_state,0,Chhattisgarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,0.320655643,0.810558338,0.978514516,0.481777245,0.779451756,0.978573651,2011,State,urban/rural,All Households,sector_state,0,Madhya Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,0.210136276,0.722703082,0.984853994,0.345531116,0.70168944,0.984856177,2011,State,urban/rural,All Households,sector_state,0,Gujarat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,0.328857982,0.775439723,0.933669149,0.403704661,0.712845062,0.933669149,2011,State,urban/rural,All Households,sector_state,0,Daman & Diu & D & N Haveli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.120117044,0.682126349,0.964999459,0.227731501,0.631727541,0.965066317,2011,State,urban/rural,All Households,sector_state,0,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,0.053521998,0.49295642,0.943590072,0.134086153,0.419396544,0.944056309,2011,State,urban/rural,All Households,sector_state,0,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,0.045303501,0.561721583,0.940184868,0.124110976,0.499904449,0.941013118,2011,State,urban/rural,All Households,sector_state,0,Karnataka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,0.044194387,0.324685112,0.895406489,0.053188155,0.322509963,0.899152722,2011,State,urban/rural,All Households,sector_state,0,Goa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,0,0.042902555,0.678779713,0,0.038484354,0.678779713,2011,State,urban/rural,All Households,sector_state,0,Lakshadweep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,0.02557409,0.297126942,0.806253418,0.059413342,0.255823597,0.806693776,2011,State,urban/rural,All Households,sector_state,0,Kerala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,0.067014946,0.451301476,0.905277797,0.134566006,0.397340978,0.906616252,2011,State,urban/rural,All Households,sector_state,0,Tamil Nadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.002638753,0.323577191,0.922463346,0.039797057,0.214790803,0.922463346,2011,State,urban/rural,All Households,sector_state,0,Puducherry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,0,0.083062514,0.722522364,0.004800545,0.049372864,0.722522364,2011,State,urban/rural,All Households,sector_state,0,A & N Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,0.029947507,0.516066582,0.958753752,0.087897592,0.45395473,0.958838226,2011,State,urban/rural,All Households,sector_state,0,Telangana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,0,0.310094492,0.915471323,0,0.184260333,0.915471323,2011,State,urban/rural,All Households,sector_state,0,Ladakh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,0.024159635,0.268298976,0.784515895,0.064607477,0.241233926,0.785576593,2011,State,urban/rural,All Households,sector_state,1,Jammu & Kashmir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,0.017519535,0.190464181,0.696217641,0.039600222,0.157401817,0.697157246,2011,State,urban/rural,All Households,sector_state,1,Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,0.071678672,0.370098751,0.819672756,0.103306349,0.327992383,0.819672756,2011,State,urban/rural,All Households,sector_state,1,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.089677173,0.383910862,0.810458749,0.160726099,0.376599469,0.810458749,2011,State,urban/rural,All Households,sector_state,1,Chandigarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,0.079589557,0.447040297,0.86105367,0.145193636,0.397509231,0.862851815,2011,State,urban/rural,All Households,sector_state,1,Uttrakhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.064252555,0.286028259,0.73998353,0.093805115,0.251984101,0.740127589,2011,State,urban/rural,All Households,sector_state,1,Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,0.043307699,0.332623168,0.765423146,0.108179083,0.289377979,0.767995472,2011,State,urban/rural,All Households,sector_state,1,Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,0.079143666,0.435924282,0.851407063,0.140044274,0.394995556,0.852064331,2011,State,urban/rural,All Households,sector_state,1,Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,0.22303991,0.621275205,0.88349833,0.338783938,0.586118645,0.883564792,2011,State,urban/rural,All Households,sector_state,1,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.247512068,0.691558652,0.957778382,0.369222382,0.666705122,0.957819849,2011,State,urban/rural,All Households,sector_state,1,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,0.047033445,0.403013833,0.933001076,0.086551,0.335634698,0.933001076,2011,State,urban/rural,All Households,sector_state,1,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,0.177807607,0.427544071,0.783227536,0.230988516,0.406316636,0.785495291,2011,State,urban/rural,All Households,sector_state,1,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,0.13926935,0.469606497,0.939656962,0.243011189,0.440449541,0.939656962,2011,State,urban/rural,All Households,sector_state,1,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,0.37312472,0.864440348,0.99336734,0.574982593,0.835211519,0.99336734,2011,State,urban/rural,All Households,sector_state,1,Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,0.029877346,0.308952675,0.850258673,0.088561246,0.268943653,0.850953021,2011,State,urban/rural,All Households,sector_state,1,Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,0.037194965,0.447878107,0.857428963,0.105294422,0.419766468,0.857428963,2011,State,urban/rural,All Households,sector_state,1,Tripura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,0.082469001,0.351264563,0.907856984,0.121453292,0.30998896,0.907856984,2011,State,urban/rural,All Households,sector_state,1,Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.160195155,0.481924205,0.876011118,0.244998826,0.463087985,0.876136099,2011,State,urban/rural,All Households,sector_state,1,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,0.135890272,0.428659573,0.791919232,0.204288135,0.405440184,0.79199541,2011,State,urban/rural,All Households,sector_state,1,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,0.178411857,0.505018141,0.914565316,0.272561923,0.466489422,0.914565316,2011,State,urban/rural,All Households,sector_state,1,Jharkhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,0.185618704,0.591659212,0.870681489,0.252543051,0.54557346,0.870769798,2011,State,urban/rural,All Households,sector_state,1,Odisha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.201582576,0.580034769,0.880181994,0.307984397,0.565271302,0.880181994,2011,State,urban/rural,All Households,sector_state,1,Chhattisgarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,0.209228872,0.57597312,0.875996147,0.288106885,0.537142563,0.876885862,2011,State,urban/rural,All Households,sector_state,1,Madhya Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,0.095286311,0.436037021,0.899653699,0.179528037,0.388578715,0.899653699,2011,State,urban/rural,All Households,sector_state,1,Gujarat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.086195236,0.413469241,0.871358386,0.105875729,0.335499484,0.871358386,2011,State,urban/rural,All Households,sector_state,1,Daman & Diu & D & N Haveli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,0.061177357,0.386171295,0.822624362,0.111508553,0.341317141,0.823287057,2011,State,urban/rural,All Households,sector_state,1,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,0.040186025,0.374766562,0.803648456,0.105548008,0.329810746,0.808238035,2011,State,urban/rural,All Households,sector_state,1,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,0.079292844,0.397222965,0.785355678,0.146578919,0.371833163,0.788321431,2011,State,urban/rural,All Households,sector_state,1,Karnataka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,0.030387046,0.235404169,0.745945385,0.046231682,0.194444856,0.745945385,2011,State,urban/rural,All Households,sector_state,1,Goa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,0,0.167778895,0.678925891,0,0.119887845,0.678925891,2011,State,urban/rural,All Households,sector_state,1,Lakshadweep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,0.034968866,0.286292569,0.743141721,0.068517646,0.247012747,0.74479878,2011,State,urban/rural,All Households,sector_state,1,Kerala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.029793987,0.316782682,0.817301189,0.063551109,0.278609616,0.819413745,2011,State,urban/rural,All Households,sector_state,1,Tamil Nadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,0.006587546,0.137713886,0.712067011,0.021363726,0.114605887,0.712067011,2011,State,urban/rural,All Households,sector_state,1,Puducherry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,0,0.025433838,0.45932725,0,0.008232746,0.463057334,2011,State,urban/rural,All Households,sector_state,1,A & N Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,0.042912364,0.30217216,0.793348397,0.077061398,0.251096367,0.796277441,2011,State,urban/rural,All Households,sector_state,1,Telangana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0,0.184042881,0.779046306,0.019202872,0.105767243,0.779046306,2011,State,urban/rural,All Households,sector_state,1,Ladakh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,0.148021656,0.600776366,0.920416631,0.24810369,0.560616738,0.920727704,2011,National,All,Age,allindia,99,India,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,0.155106111,0.600133592,0.915433073,0.261643945,0.55976143,0.915878962,2011,National,All,Age,allindia,99,India,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.170263648,0.637526621,0.936779662,0.283318707,0.595860496,0.937417945,2011,National,All,Age,allindia,99,India,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,0.17053384,0.61041331,0.899482124,0.283657453,0.572210499,0.900143897,2011,National,All,Age,allindia,99,India,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,0.161757032,0.551957642,0.905428156,0.217360202,0.541361397,0.905428156,2011,National,All,Age,allindia,99,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,0.160768956,0.66947672,0.95591708,0.274887354,0.628296825,0.956058749,2011,National,urban/rural,Age,sect_allindia,0,India,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
